data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
Dehejia-Wahba Sample,0.0,20.0,12.0,1.0,0.0,0.0,0.0,7182.4921875,6004.72802734375,4779.72021484375
Dehejia-Wahba Sample,0.0,28.0,10.0,1.0,0.0,1.0,1.0,8293.3447265625,6449.47998046875,16988.1796875
Dehejia-Wahba Sample,0.0,39.0,12.0,1.0,0.0,1.0,0.0,19785.3203125,6608.13720703125,499.2572021484375
Dehejia-Wahba Sample,0.0,21.0,8.0,1.0,0.0,0.0,1.0,39570.6796875,6608.30419921875,3083.5810546875
Dehejia-Wahba Sample,0.0,22.0,11.0,1.0,0.0,0.0,1.0,8810.0673828125,6974.48388671875,3708.718994140625
Dehejia-Wahba Sample,0.0,20.0,11.0,1.0,0.0,0.0,1.0,8009.1640625,7666.875,7659.2177734375
Dehejia-Wahba Sample,0.0,21.0,11.0,0.0,1.0,0.0,1.0,2992.533935546875,8920.470703125,20857.83984375
Dehejia-Wahba Sample,0.0,23.0,12.0,0.0,1.0,0.0,0.0,5721.69580078125,8960.68359375,7078.17822265625
Dehejia-Wahba Sample,0.0,29.0,9.0,1.0,0.0,0.0,1.0,9268.943359375,9160.693359375,0.0
Dehejia-Wahba Sample,0.0,28.0,9.0,1.0,0.0,1.0,1.0,10222.41015625,9210.447265625,1239.843994140625
Dehejia-Wahba Sample,0.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,9311.9384765625,3982.801025390625
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,1.0,1.0,13519.9697265625,9319.4443359375,0.0
Dehejia-Wahba Sample,0.0,28.0,11.0,1.0,0.0,1.0,1.0,824.388916015625,10033.91015625,0.0
Dehejia-Wahba Sample,0.0,22.0,10.0,0.0,0.0,0.0,1.0,27864.359375,10598.669921875,7094.919921875
Dehejia-Wahba Sample,0.0,44.0,9.0,1.0,0.0,1.0,1.0,12260.7802734375,10857.240234375,12359.3095703125
Dehejia-Wahba Sample,0.0,21.0,9.0,1.0,0.0,0.0,1.0,31886.4296875,12357.2197265625,0.0
Dehejia-Wahba Sample,0.0,28.0,11.0,1.0,0.0,0.0,1.0,17491.44921875,13371.25,0.0
Dehejia-Wahba Sample,0.0,29.0,9.0,0.0,1.0,0.0,1.0,9594.3076171875,16341.16015625,16900.30078125
Dehejia-Wahba Sample,0.0,25.0,9.0,1.0,0.0,1.0,1.0,24731.619140625,16946.630859375,7343.9638671875
Dehejia-Wahba Sample,0.0,22.0,10.0,0.0,0.0,1.0,1.0,25720.919921875,23031.98046875,5448.80078125
